"","ID","Nationality","Age","DaysSinceCreation","NameHash","DocIDHash","AverageLeadTime","LodgingRevenue","OtherRevenue","BookingsCanceled","BookingsNoShowed","BookingsCheckedIn","PersonsNights","RoomNights","DaysSinceLastStay","DaysSinceFirstStay","DistributionChannel","MarketSegment","SRHighFloor","SRLowFloor","SRAccessibleRoom","SRMediumFloor","SRBathtub","SRShower","SRCrib","SRKingSizeBed","SRTwinBed","SRNearElevator","SRAwayFromElevator","SRNoAlcoholInMiniBar","SRQuietRoom"
"13670",13670,"ARG","50",846,3.03841926781253e+76,2.85565867861207e+76,8,262.6,43.5,0,0,1,3,3,849,849,"Travel Agent/Operator","Other",0,0,0,0,0,0,0,1,0,0,0,0,0
"13671",13671,"IRL","33",846,1.14682874778421e+77,5.27227321503387e+76,51,99,2,0,0,1,2,1,847,847,"Travel Agent/Operator","Other",0,0,0,0,0,0,0,1,0,0,0,0,0
"13672",13672,"ITA","61",846,9.51177184882401e+76,8.11908997672491e+76,208,377.7,111.6,0,0,1,6,3,849,849,"Travel Agent/Operator","Other",0,0,0,0,0,0,0,0,0,0,0,0,0
"13673",13673,"PRT","28",846,1.00409708810232e+77,4.79370492740005e+76,200,555.85,186,0,0,1,10,5,851,851,"Travel Agent/Operator","Other",0,0,0,0,0,0,0,0,0,0,0,0,0
"13674",13674,"SWE","40",846,4.25681223522748e+76,2.73409097916192e+76,49,195.6,46,0,0,1,4,2,848,848,"Travel Agent/Operator","Other",1,0,0,0,0,0,0,0,1,0,0,0,1
"13675",13675,"DNK","35",846,1.37180220871459e+76,1.67886986631542e+75,61,391.2,97,0,0,1,8,4,850,850,"Travel Agent/Operator","Other",0,0,0,0,0,0,0,1,0,0,0,0,0
"13676",13676,"DEU","37",846,5.23734519270275e+76,4.05986357607679e+75,11,106.88,7,0,0,1,1,1,847,847,"Corporate","Corporate",0,0,0,0,0,0,0,0,0,0,0,0,0
"13677",13677,"ESP","50",846,5.60816387308867e+76,7.20371523938247e+76,33,491.4,108,0,0,1,12,3,849,849,"Travel Agent/Operator","Other",0,0,0,0,0,0,0,0,0,0,0,0,0
"13678",13678,"CHN","55",846,1.57542018271931e+76,6.82349016955362e+75,5,132,21,0,0,1,3,1,847,847,"Direct","Direct",0,0,0,1,0,0,0,0,0,0,0,0,1
"13679",13679,"ESP","30",846,5.9508668367728e+76,9.66117111065481e+76,63,430.5,124,0,0,1,10,5,851,851,"Travel Agent/Operator","Other",0,0,0,0,0,0,0,1,0,0,0,0,0
"13680",13680,"USA","36",846,2.34569462479674e+76,1.09692987354762e+77,62,293.4,42,0,0,1,6,3,849,849,"Travel Agent/Operator","Other",0,0,0,0,0,0,0,1,0,0,0,0,1
"13681",13681,"PRT","NULL",846,5.76745669989985e+76,4.32557292412142e+76,48,222,30,0,0,1,6,2,848,848,"Travel Agent/Operator","Other",0,0,0,0,0,0,0,0,0,0,0,0,0
"13682",13682,"CAN","45",846,4.42677883290006e+76,6.42524559729569e+76,52,79.2,3,0,0,1,3,1,847,847,"Travel Agent/Operator","Other",0,0,0,0,0,0,0,0,0,0,0,0,0
"13683",13683,"NLD","33",846,2.90807482428075e+76,1.03601025565237e+77,133,175.44,40.4,0,0,1,4,2,848,848,"Travel Agent/Operator","Travel Agent/Operator",0,0,0,0,0,0,0,0,0,0,0,0,0
"13684",13684,"SWE","56",846,5.8759771413582e+76,3.9001513332897e+76,174,1294.2,168,0,0,1,8,4,850,850,"Travel Agent/Operator","Other",0,0,0,0,0,0,0,1,0,0,0,0,0
"13685",13685,"NLD","59",846,9.88381669205446e+76,9.01698762452941e+76,180,344.7,61.5,0,0,1,6,3,849,849,"Travel Agent/Operator","Other",0,0,0,0,0,0,0,1,0,0,0,0,0
"13686",13686,"SWE","56",846,3.00159374465046e+76,3.29627102014661e+76,174,1294.2,168,0,0,1,8,4,850,850,"Travel Agent/Operator","Other",0,0,0,0,0,0,0,1,0,0,0,0,0
"13687",13687,"SWE","56",846,7.5648057939474e+76,5.39755299348448e+76,174,1294.2,168,0,0,1,8,4,850,850,"Travel Agent/Operator","Other",0,0,0,0,0,0,0,1,0,0,0,0,0
"13688",13688,"POL","38",846,6.10882201079716e+76,8.57084240369517e+76,18,224,52,0,0,1,4,2,848,848,"Travel Agent/Operator","Other",1,0,0,0,0,0,0,1,0,0,0,0,1
"13689",13689,"FRA","46",846,2.2235916410675e+76,1.14874507746698e+77,15,119,31,0,0,1,2,1,847,847,"Travel Agent/Operator","Other",0,0,0,0,0,0,0,0,0,0,0,0,0
"13690",13690,"DEU","61",846,5.17028978782527e+76,4.98833793250484e+76,222,788.4,116.5,0,0,1,6,3,849,849,"Travel Agent/Operator","Other",0,0,0,0,0,0,0,1,0,0,0,0,0
"13691",13691,"DEU","53",846,6.03787361841641e+76,5.17011055536067e+76,222,262.8,42,0,0,1,6,3,849,849,"Travel Agent/Operator","Other",0,0,0,0,0,0,0,1,0,0,0,0,0
"13692",13692,"NLD","57",846,1.67541025394931e+76,2.16625230533808e+76,180,344.7,71.5,0,0,1,6,3,849,849,"Travel Agent/Operator","Other",0,0,0,0,0,0,0,1,0,0,0,0,0
"13693",13693,"ESP","48",846,3.54522972783703e+76,3.71470965453844e+76,42,777,238.5,0,0,1,21,7,853,853,"Travel Agent/Operator","Other",0,0,0,0,0,0,0,1,0,0,0,0,0
"13694",13694,"USA","61",846,5.77567647136797e+76,6.39159767705189e+76,23,81.94,48.5,0,0,1,2,1,847,847,"Travel Agent/Operator","Other",0,0,0,0,0,0,0,1,0,0,0,0,0
"13695",13695,"PRT","NULL",846,2.55655620209339e+76,4.32557292412142e+76,1,125.25,8,0,0,1,2,1,847,847,"Direct","Direct",0,0,0,0,0,0,0,0,0,0,0,0,0
"13696",13696,"GBR","25",846,4.08238074636369e+76,4.93430878043144e+76,58,297,6,0,0,1,2,1,847,847,"Travel Agent/Operator","Other",1,0,0,0,0,0,0,0,1,0,0,0,1
"13697",13697,"DEU","48",846,9.6104183229013e+76,1.12292477271078e+77,11,534.4,42.5,0,0,1,1,1,847,847,"Corporate","Corporate",0,0,0,0,0,0,0,0,0,0,0,0,0
"13698",13698,"ITA","61",846,1.02445408369008e+77,3.94167847801051e+76,91,901.8,195,0,0,1,6,2,848,848,"Travel Agent/Operator","Other",0,0,0,0,0,0,0,0,0,0,0,0,1
"13699",13699,"GBR","40",846,4.70645274430946e+76,8.94749630422171e+76,51,261.9,36,0,0,1,6,3,849,849,"Travel Agent/Operator","Travel Agent/Operator",0,0,0,0,0,0,0,0,1,0,0,0,0
"13700",13700,"ESP","32",846,1.7454597943774e+76,4.00577185191261e+76,81,375.3,15,0,0,1,6,3,849,849,"Travel Agent/Operator","Other",1,0,0,0,0,0,0,1,0,0,0,0,0
"13701",13701,"BRA","38",846,1.04689572695578e+77,3.08340101400875e+76,68,523.8,324,0,0,1,4,2,848,848,"Travel Agent/Operator","Other",0,0,0,0,0,0,1,1,0,0,0,0,0
"13702",13702,"PRT","76",846,2.04615161219345e+76,3.90746288553088e+76,48,586.8,84,0,0,1,4,2,848,848,"Travel Agent/Operator","Other",0,0,0,0,0,0,0,0,0,0,0,0,0
"13703",13703,"DEU","29",846,1.14229829862597e+77,1.12591617465498e+77,64,391.2,66,0,0,1,8,4,850,850,"Travel Agent/Operator","Travel Agent/Operator",0,0,0,0,0,0,0,0,0,0,0,0,0
"13704",13704,"ESP","49",846,5.59634936347441e+76,9.48667796677615e+76,65,397.2,116,0,0,1,12,4,850,850,"Travel Agent/Operator","Other",0,0,0,0,0,0,0,1,0,0,0,0,1
"13705",13705,"SWE","56",846,7.33802004707568e+75,1.93523519116097e+76,174,431.4,56,0,0,1,8,4,850,850,"Travel Agent/Operator","Other",0,0,0,0,0,0,0,1,0,0,0,0,0
"13706",13706,"ESP","58",846,3.15006573512072e+76,4.73932752095233e+76,5,548.1,114,0,0,1,12,3,849,849,"Travel Agent/Operator","Other",0,0,0,0,0,0,0,0,1,0,0,0,0
"13707",13707,"IRN","41",846,7.44890199567003e+76,5.79503983120028e+76,36,257.04,48,0,0,1,9,3,846,846,"Travel Agent/Operator","Other",0,0,0,0,0,0,0,0,0,0,0,0,0
"13708",13708,"DEU","26",845,4.40540643789154e+76,6.00283781993635e+76,55,594,86,0,0,1,16,8,853,853,"Travel Agent/Operator","Travel Agent/Operator",0,0,0,0,0,0,0,0,0,0,0,0,0
"13709",13709,"USA","68",845,7.5594001774219e+76,2.39442914834735e+76,50,687.5,72,0,0,1,12,6,851,851,"Direct","Direct",0,0,0,0,0,0,0,0,0,0,0,0,0
"13710",13710,"CHE","41",845,9.15069841866562e+76,1.29179405041185e+76,26,418.89,58,0,0,1,8,4,849,849,"Corporate","Corporate",0,0,0,0,0,0,0,0,0,0,0,0,0
"13711",13711,"PRT","31",845,1.09830104233938e+77,4.32557292412142e+76,65,86.1,30,0,0,1,2,1,846,846,"Travel Agent/Operator","Other",0,0,0,0,0,0,0,0,0,0,0,0,0
"13712",13712,"SWE","47",845,1.31345480659838e+76,5.12158204623784e+76,56,433.5,87,0,0,1,8,4,849,849,"Travel Agent/Operator","Other",0,0,0,0,0,0,0,1,0,0,0,0,0
"13713",13713,"GBR","65",845,5.97739407822343e+76,1.43070214083339e+76,142,277.95,82.5,0,0,1,6,3,848,848,"Travel Agent/Operator","Travel Agent/Operator",0,0,0,0,0,0,0,0,0,0,0,0,0
"13714",13714,"DEU","48",845,1.13694759763481e+77,8.52154484154351e+76,205,128.1,17,0,0,1,3,1,846,846,"Travel Agent/Operator","Other",0,0,0,0,0,0,0,0,0,0,0,0,0
"13715",13715,"AUT","33",845,5.80152894837336e+76,2.12873280397964e+76,139,164.9,23.5,0,0,1,4,2,847,847,"Travel Agent/Operator","Travel Agent/Operator",0,0,0,0,0,0,0,0,0,0,0,0,0
"13716",13716,"DEU","54",845,4.91682557556888e+76,2.34146624833233e+76,64,173.1,28,0,0,1,4,2,847,847,"Travel Agent/Operator","Other",0,0,0,0,0,0,0,0,1,0,0,0,1
"13717",13717,"ESP","54",845,4.88391791109713e+75,9.279901206882e+76,61,289,160,0,0,1,8,4,849,849,"Travel Agent/Operator","Travel Agent/Operator",0,0,0,0,0,0,0,0,0,0,0,0,0
"13718",13718,"ESP","51",845,1.14676459771293e+77,7.869831262765e+76,61,289,180,0,0,1,8,4,849,849,"Travel Agent/Operator","Travel Agent/Operator",0,0,0,0,0,0,0,0,0,0,0,0,0
"13719",13719,"DEU","52",845,2.98362222443723e+76,5.92632993114347e+76,31,87.3,22,0,0,1,2,1,846,846,"Travel Agent/Operator","Other",0,0,0,0,0,0,0,0,0,0,0,0,1
"13720",13720,"PRT","NULL",845,8.08229328771314e+76,4.32557292412142e+76,1,89,7,0,0,1,1,1,846,846,"Corporate","Corporate",0,0,0,0,0,0,0,0,0,0,0,0,0
"13721",13721,"BEL","69",845,6.95756528742985e+76,1.3998187044761e+76,124,385.8,141.1,0,0,1,6,3,848,848,"Travel Agent/Operator","Other",0,0,0,1,0,0,0,0,1,0,0,0,1
"13722",13722,"NLD","58",845,6.98516531346651e+76,3.29415258729391e+76,4,750,75.5,0,0,1,10,5,850,850,"Travel Agent/Operator","Other",0,0,0,0,0,0,0,0,0,0,0,0,0
"13723",13723,"DEU","51",845,7.64364067885532e+76,2.57728061428025e+76,236,329.8,144,0,0,1,8,4,849,849,"Travel Agent/Operator","Travel Agent/Operator",0,0,0,0,0,0,0,0,0,0,0,0,0
"13724",13724,"DEU","23",845,9.76911239754967e+76,6.84496052231481e+76,94,369.92,154.8,0,0,1,8,4,849,849,"Travel Agent/Operator","Travel Agent/Operator",0,0,0,0,0,0,0,0,0,0,0,0,0
"13725",13725,"GBR","46",845,4.13849346127247e+76,9.56882261439532e+76,213,247.35,36.5,0,0,1,6,3,848,848,"Travel Agent/Operator","Travel Agent/Operator",0,0,0,0,0,0,0,0,0,0,0,0,0
"13726",13726,"PRT","NULL",845,2.45418697801113e+75,4.32557292412142e+76,1,106.26,59.93,0,0,1,2,1,846,846,"Direct","Direct",0,0,0,0,0,0,0,1,0,0,0,0,0
"13727",13727,"FRA","34",845,8.55933613930551e+76,6.36016128997644e+76,1,298,48,0,0,1,2,2,847,847,"Travel Agent/Operator","Other",0,0,0,0,0,0,0,1,0,0,0,0,0
"13728",13728,"DEU","57",845,3.46963664088168e+76,5.6019844329963e+75,238,334.5,56,0,0,1,8,4,849,849,"Travel Agent/Operator","Other",0,0,0,0,0,0,0,1,0,0,0,0,1
"13729",13729,"FRA","36",845,2.59458635500018e+76,6.55308438281083e+76,63,379.5,64.31,0,0,1,8,4,849,849,"Travel Agent/Operator","Other",0,0,0,0,0,0,0,1,0,0,0,0,1
"13730",13730,"DEU","38",845,5.49055046641205e+76,4.82759077211506e+76,84,375.3,139.5,0,0,1,6,3,848,848,"Travel Agent/Operator","Other",1,0,0,0,0,0,0,1,0,0,0,0,0
"13731",13731,"DEU","34",845,3.44767846328222e+76,7.70139180929315e+76,84,375.3,83,0,0,1,6,3,848,848,"Travel Agent/Operator","Other",0,0,0,0,0,0,0,1,0,0,0,0,1
"13732",13732,"NLD","32",845,2.00549729131677e+76,1.58908743381001e+76,53,656.1,92,0,0,1,12,6,851,851,"Travel Agent/Operator","Other",0,0,0,0,0,0,0,0,1,0,0,0,0
"13733",13733,"FRA","22",845,5.72596526312719e+76,8.14790083743359e+76,45,210.9,28,0,0,1,4,2,847,847,"Travel Agent/Operator","Other",0,0,0,0,0,0,0,0,0,0,0,0,0
"13734",13734,"NLD","48",845,1.06236073786899e+77,3.08055886470573e+76,204,289,45,0,0,1,8,4,849,849,"Travel Agent/Operator","Travel Agent/Operator",0,0,0,0,0,0,0,0,1,0,0,0,0
"13735",13735,"ITA","33",845,4.16335387003169e+76,1.13363637509915e+76,94,359.72,87,0,0,1,12,4,849,849,"Travel Agent/Operator","Travel Agent/Operator",0,0,0,0,0,0,0,0,0,0,0,0,0
"13736",13736,"NLD","80",845,7.93599934768308e+76,6.4781478720951e+76,204,289,58,0,0,1,8,4,849,849,"Travel Agent/Operator","Travel Agent/Operator",0,0,0,0,0,0,0,0,1,0,0,0,0
"13737",13737,"CAN","63",845,6.72025743714268e+76,1.05434963225502e+77,86,329.8,91.5,0,0,1,8,4,849,849,"Travel Agent/Operator","Travel Agent/Operator",1,0,0,0,0,0,0,1,0,0,0,0,0
"13738",13738,"PRT","50",845,5.44058277622294e+76,4.40086497624681e+76,13,426,100.5,0,0,1,6,3,848,848,"Travel Agent/Operator","Other",0,0,0,0,0,0,0,1,0,0,0,0,0
"13739",13739,"CAN","62",845,4.50430077689207e+76,8.65456667088497e+76,86,329.8,42,0,0,1,8,4,849,849,"Travel Agent/Operator","Travel Agent/Operator",1,0,0,0,0,0,0,1,0,0,0,0,0
"13740",13740,"NOR","67",845,9.45321649964793e+76,8.25450257762289e+76,47,899.7,116,0,0,1,14,7,852,852,"Travel Agent/Operator","Other",0,0,0,0,0,0,0,1,0,0,0,0,0
"13741",13741,"NLD","28",845,5.17877476728854e+76,6.37765175058819e+76,53,656.1,99.5,0,0,1,12,6,851,851,"Travel Agent/Operator","Other",0,0,0,0,0,0,0,0,1,0,0,0,0
"13742",13742,"FRA","73",845,2.67819242572584e+76,4.16608262294387e+76,63,597.6,89,0,0,1,12,6,851,851,"Travel Agent/Operator","Other",0,0,0,0,0,0,0,1,0,0,0,0,0
"13743",13743,"KOR","38",845,9.63457115590812e+76,4.87140972305123e+76,67,225.9,47,0,0,1,6,3,848,848,"Direct","Direct",0,0,0,0,0,0,0,1,0,0,0,0,0
"13744",13744,"PRT","NULL",845,2.6537537978289e+75,4.32557292412142e+76,8,156.3,98,0,0,1,2,1,846,846,"Direct","Direct",0,0,0,0,0,0,0,0,0,0,0,0,1
"13745",13745,"NLD","32",845,1.14013404070332e+77,8.31581731438089e+76,53,656.2,156.5,0,0,1,12,6,851,851,"Travel Agent/Operator","Other",0,0,0,0,0,0,0,0,1,0,0,0,0
"13746",13746,"PRT","35",845,4.35816052306112e+76,1.95679006624943e+76,79,193.5,39,0,0,1,6,3,848,848,"Travel Agent/Operator","Travel Agent/Operator",0,0,0,0,0,0,0,0,0,0,0,0,0
"13747",13747,"DEU","28",845,1.02942308069575e+76,1.14303042616473e+77,91,495.6,97,0,0,1,8,4,849,849,"Travel Agent/Operator","Other",0,0,0,0,0,0,0,0,0,0,0,0,1
"13748",13748,"GBR","25",845,3.50621270871059e+76,1.96664012670684e+76,6,488.95,230.8,0,0,1,10,5,850,850,"Travel Agent/Operator","Other",0,0,0,0,0,0,0,1,0,0,0,0,0
"13749",13749,"SVK","42",845,6.73825263458697e+76,4.22616344337514e+76,14,258,218.4,0,0,1,2,2,847,847,"Direct","Direct",0,0,0,0,0,0,0,1,0,0,0,0,0
"13750",13750,"MAR","27",845,2.16206884482574e+76,2.70504779606471e+76,63,379.5,56,0,0,1,8,4,849,849,"Travel Agent/Operator","Other",0,0,0,0,0,0,0,0,1,0,0,0,1
"13751",13751,"PRT","80",845,9.15471721473239e+76,1.14613648312793e+77,64,222.3,22,0,0,1,4,2,847,847,"Travel Agent/Operator","Other",0,0,0,0,0,0,0,0,1,0,0,0,1
"13752",13752,"GBR","61",845,4.32197470890125e+76,7.34446761524233e+76,165,662.25,105,0,0,1,15,5,850,850,"Travel Agent/Operator","Other",0,0,0,0,0,0,0,0,0,0,0,0,0
"13753",13753,"PRT","58",845,9.3838285936777e+76,5.64594789470965e+76,0,188,14,0,0,1,2,1,846,846,"Direct","Direct",0,0,0,0,0,0,0,0,0,0,0,0,0
"13754",13754,"USA","29",844,5.13005962577208e+76,8.44963563603276e+76,40,137.4,14,0,0,1,2,1,845,845,"Direct","Direct",0,0,0,0,0,0,0,0,0,0,0,0,0
"13755",13755,"DEU","35",844,3.92401859028887e+76,8.03356011949773e+76,40,174.6,7,0,0,1,4,2,846,846,"Travel Agent/Operator","Other",0,0,0,0,0,0,0,1,0,0,0,0,0
"13756",13756,"DEU","41",844,1.61720750272784e+76,6.73532192637737e+76,47,421.8,56,0,0,1,8,4,848,848,"Travel Agent/Operator","Other",0,0,0,0,0,0,0,1,0,0,0,0,0
"13757",13757,"RUS","49",844,4.22981598276258e+76,4.03020786670205e+75,61,669.6,42,0,0,1,14,7,851,851,"Travel Agent/Operator","Other",0,0,0,0,0,0,0,1,0,0,0,0,0
"13758",13758,"DEU","59",844,6.13884332357401e+76,8.02661910565886e+76,41,511.8,56,0,0,1,8,4,848,848,"Travel Agent/Operator","Travel Agent/Operator",0,0,0,0,0,0,0,0,0,0,0,0,0
"13759",13759,"ROU","41",844,2.43907313358077e+76,1.06548068705057e+77,136,289,42,0,0,1,8,4,848,848,"Travel Agent/Operator","Travel Agent/Operator",0,0,0,0,0,0,0,0,0,0,0,0,0
"13760",13760,"AUT","22",844,8.83909300764919e+76,6.49271878862815e+76,143,344.7,42,0,0,1,6,3,847,847,"Travel Agent/Operator","Other",0,0,0,0,0,0,0,1,0,0,0,0,0
"13761",13761,"BRA","47",844,7.52291744486282e+76,2.85151198551191e+76,49,471.6,7.5,0,0,1,5,5,849,849,"Travel Agent/Operator","Other",0,0,0,0,0,0,0,1,0,0,0,0,1
"13762",13762,"DEU","56",844,6.22891688059093e+76,7.44723969576951e+76,205,344.7,93,0,0,1,6,3,847,847,"Travel Agent/Operator","Other",1,0,0,0,0,0,0,1,0,0,0,0,0
"13763",13763,"PRT","41",844,8.16883316835644e+76,1.15548806852404e+77,9,891,185,0,0,1,33,11,855,855,"Corporate","Corporate",0,0,0,0,0,0,1,0,1,0,0,0,0
"13764",13764,"FIN","36",844,3.22010518713942e+75,2.48405894443287e+76,19,236,4,0,0,1,2,2,846,846,"Travel Agent/Operator","Other",0,0,0,0,0,0,0,1,0,0,0,0,0
"13765",13765,"GBR","30",844,1.04749642346494e+77,7.00099739025488e+76,21,118,8,0,0,1,2,1,845,845,"Travel Agent/Operator","Other",0,0,0,0,0,0,0,1,0,0,0,0,0
"13766",13766,"GBR","43",844,9.98913400217364e+76,4.27829972400991e+76,224,343.85,66,0,0,1,8,4,848,848,"Travel Agent/Operator","Other",0,0,0,0,0,0,0,1,0,0,0,0,0
"13767",13767,"IRL","51",844,3.20456465925948e+76,3.13860595019854e+76,64,602.7,98,0,0,1,14,7,851,851,"Travel Agent/Operator","Other",0,0,0,0,0,0,0,1,0,0,0,0,1
"13768",13768,"GBR","32",844,7.59128364363082e+76,5.99972904246388e+76,64,367.8,58.5,0,0,1,8,4,848,848,"Travel Agent/Operator","Other",0,0,0,0,0,0,0,1,0,0,0,0,0
"13769",13769,"GBR","69",844,9.2103778233688e+76,7.76723471802953e+76,99,375.3,30,0,0,1,6,3,847,847,"Travel Agent/Operator","Other",1,0,0,0,0,0,0,0,0,0,0,0,0
"13770",13770,"PRT","NULL",844,3.70014736177911e+76,4.32557292412142e+76,28,293.1,57,0,0,1,6,3,847,847,"Travel Agent/Operator","Other",0,0,0,0,0,0,0,1,0,0,0,0,1
"13771",13771,"FRA","36",844,1.09455462972026e+76,5.08026095070702e+76,46,86.1,38,0,0,1,2,1,845,845,"Travel Agent/Operator","Other",0,0,0,0,0,0,0,0,1,0,0,0,0
"13772",13772,"PRT","NULL",844,4.22981085791083e+76,4.32557292412142e+76,0,0,0,0,0,1,3,3,847,847,"Direct","Complementary",0,0,0,0,0,0,0,0,0,0,0,0,0
"13773",13773,"FRA","54",844,4.35590363502654e+76,2.93031884468919e+76,163,377.7,120.6,0,0,1,6,3,847,847,"Travel Agent/Operator","Other",0,0,0,0,0,0,0,1,0,0,0,0,1
"13774",13774,"PRT","30",844,6.64318889616376e+76,4.32557292412142e+76,126,154.48,28,0,0,1,4,2,846,846,"Travel Agent/Operator","Travel Agent/Operator",0,0,0,0,0,0,0,0,0,0,0,0,0
"13775",13775,"PRT","NULL",844,2.92048714887375e+76,4.32557292412142e+76,54,162.6,14,0,0,1,2,2,846,846,"Direct","Direct",0,0,0,0,0,0,0,0,0,0,0,0,0
"13776",13776,"BRA","56",844,1.89824461244357e+76,2.89934932617521e+76,66,270,42,0,0,1,6,3,847,847,"Travel Agent/Operator","Other",0,0,0,0,0,0,0,1,0,0,0,0,1
"13777",13777,"BEL","36",844,2.39003910326949e+76,9.65086579241407e+76,141,539.4,80,0,0,1,12,4,848,848,"Travel Agent/Operator","Other",0,0,0,0,0,0,0,1,0,0,0,0,0
"13778",13778,"BEL","35",844,3.45539842932706e+76,2.16172207487785e+76,141,486.6,66,0,0,1,8,4,848,848,"Travel Agent/Operator","Other",0,0,0,0,0,0,0,0,1,0,0,0,0
"13779",13779,"BEL","33",844,9.34395617435247e+76,1.10607551004459e+77,56,421.8,213.5,0,0,1,8,4,848,848,"Travel Agent/Operator","Other",0,0,0,0,0,0,0,0,0,0,0,0,0
"13780",13780,"FRA","30",844,5.29485518482804e+76,4.20465126950636e+76,44,86.1,14,0,0,1,2,1,845,845,"Travel Agent/Operator","Other",0,0,0,0,0,0,0,1,0,0,0,0,0
"13781",13781,"DEU","56",844,3.61825621145867e+75,1.04410868337799e+77,203,216.75,31.5,0,0,1,6,3,847,847,"Travel Agent/Operator","Travel Agent/Operator",0,0,0,0,0,0,0,0,0,0,0,0,0
"13782",13782,"PRT","53",844,5.06119312461508e+76,1.4975958033697e+76,203,216.75,31.5,0,0,1,6,3,847,847,"Travel Agent/Operator","Travel Agent/Operator",0,0,0,0,0,0,0,0,0,0,0,0,0
"13783",13783,"ESP","64",844,4.28464600565495e+76,1.04826723853764e+77,119,505.75,93,0,0,1,14,7,851,851,"Travel Agent/Operator","Travel Agent/Operator",0,0,0,0,0,0,0,1,0,0,0,0,0
"13784",13784,"PRT","51",844,1.26509347138698e+76,5.79394652731638e+76,31,493.96,111,0,0,1,12,3,847,847,"Travel Agent/Operator","Other",0,0,0,0,0,0,0,1,0,0,0,0,0
"13785",13785,"DEU","49",844,1.15171198650484e+77,1.05819402766011e+77,137,229.8,89,0,0,1,4,2,846,846,"Travel Agent/Operator","Other",0,0,0,0,0,0,0,1,0,0,0,0,1
"13786",13786,"FRA","54",844,7.23254118544766e+76,8.96298136395155e+76,63,367.8,96.5,0,0,1,8,4,848,848,"Travel Agent/Operator","Other",0,0,0,0,0,0,0,1,0,0,0,0,0
"13787",13787,"DEU","40",844,2.88726173929912e+76,9.23438439633351e+76,67,190.62,56.5,0,0,1,6,3,847,847,"Travel Agent/Operator","Other",0,0,0,0,0,0,0,1,0,0,0,0,0
"13788",13788,"FRA","68",844,2.22983270953981e+76,9.4921404947054e+76,190,723.6,300,0,0,1,12,6,850,850,"Travel Agent/Operator","Other",1,0,0,0,0,1,0,1,0,0,1,0,0
"13789",13789,"ESP","15",844,8.27227591751439e+76,3.75009801569603e+76,62,310.5,39,0,0,1,6,3,847,847,"Travel Agent/Operator","Other",0,0,0,0,0,0,0,0,1,0,0,0,0
"13790",13790,"ESP","58",844,1.91741238413418e+76,7.31060276015978e+76,62,931.5,207,0,0,1,6,3,847,847,"Travel Agent/Operator","Other",0,0,0,0,0,0,0,1,0,0,0,0,0
"13791",13791,"DEU","53",844,1.773495085028e+75,8.04706982393454e+76,234,282.6,60,0,0,1,6,3,847,847,"Travel Agent/Operator","Other",0,0,0,0,0,0,0,1,0,0,0,0,0
"13792",13792,"DEU","67",844,1.04238772164537e+77,6.01001828478017e+76,33,761.16,326.9,0,0,1,14,7,851,851,"Travel Agent/Operator","Other",0,0,0,0,0,0,0,0,0,0,0,0,0
"13793",13793,"GBR","61",844,7.61457997514165e+76,1.06913051483189e+77,233,378.4,65.5,0,0,1,6,3,847,847,"Travel Agent/Operator","Other",0,0,0,0,0,0,0,1,0,0,0,0,0
"13794",13794,"PRT","39",844,6.32368289411961e+76,1.92588830664705e+76,34,99.6,14,0,0,1,2,1,845,845,"Travel Agent/Operator","Other",0,0,0,0,0,0,0,0,0,0,0,0,0
"13795",13795,"ESP","52",844,5.80999846897755e+76,4.32453050646081e+76,46,494.1,228,0,0,1,12,4,848,848,"Direct","Direct",0,0,0,0,0,0,0,0,0,0,0,0,0
"13796",13796,"NOR","31",844,4.73166082148999e+76,9.40304276904561e+76,43,86.1,19.5,0,0,1,2,1,845,845,"Travel Agent/Operator","Other",0,0,0,0,0,0,0,1,0,0,0,0,0
"13797",13797,"FRA","30",844,4.42614633388207e+76,7.71038025786424e+76,62,346.2,156,0,0,1,8,4,848,848,"Travel Agent/Operator","Other",0,0,0,0,0,0,0,1,0,0,0,0,1
"13798",13798,"DEU","50",844,9.37586031961577e+76,9.92551527944495e+76,141,423.9,93.5,0,0,1,9,3,847,847,"Travel Agent/Operator","Other",0,0,0,0,0,0,0,0,1,0,0,0,0
"13799",13799,"DEU","29",844,8.96381874955312e+75,6.0014782408966e+76,224,486.55,70,0,0,1,10,5,849,849,"Travel Agent/Operator","Other",0,0,0,0,0,0,0,1,0,0,0,0,0
"13800",13800,"PRT","36",844,1.37354723695775e+76,3.31415373603092e+76,5,172,32.5,0,0,1,2,1,845,845,"Travel Agent/Operator","Other",0,0,0,0,0,0,0,0,1,0,0,0,1
"13801",13801,"IRL","74",844,3.39108966780665e+76,5.43063203281849e+76,10,456,129,0,0,1,6,3,847,847,"Travel Agent/Operator","Other",0,0,0,0,0,0,0,0,1,0,0,0,0
"13802",13802,"PRT","NULL",844,5.78792326084299e+76,4.32557292412142e+76,105,475.2,14,0,0,1,8,4,848,848,"Travel Agent/Operator","Other",1,0,0,0,0,0,0,1,0,0,0,0,0
"13803",13803,"BEL","29",844,3.34531238627087e+76,4.2013366726482e+76,32,1271.22,524,0,0,4,24,13,482,846,"Travel Agent/Operator","Other",1,0,0,0,0,0,0,1,0,0,0,0,0
